Code;name;PBS2020_sum;PBS en 2020 - estimation (*=oui);PBS2020_mean;PBS moyenne en 2020 - estimation (*=oui);SAU2020_mean;SAU moyenne en 2020 - estimation (*=oui);SAU moyenne : variation absolue 2020-2010;SAU moyenne : variation absolue 2020-2010 - estimation (*=oui);SAU en 2020;SAU en 2020 - estimation (*=oui);Exploitation2020
34262;Saint-Guiraud;676;;61.4;;9.6;;1.1;;105;;11
34263;Saint-Hilaire-de-Beauvoir;391;;48.9;;24.5;;7.4;;196;;8
34264;Saint-Jean-de-Buèges;201;;40.2;;14.8;;-147.2;;74;;5
34265;Saint-Jean-de-Cornies;189;;63.2;;47.3;;44.8;;142;;3
34266;Saint-Jean-de-Cuculles;938;;67;;11.3;;-8.7;;159;;14
34267;Saint-Jean-de-Fos;3378;;51.2;;7.7;;0.6;;507;;66
34268;Saint-Jean-de-la-Blaquière;1821;;67.4;;14;;6.8;;378;;27
34269;Saint-Jean-de-Minervois;1278;;49.1;;16.7;;-2;;434;;26
34270;Saint-Jean-de-Védas;455;;90.9;;16.8;;6.2;;84;;5
34271;Saint-Julien;11;;10.8;;2;;-3.5;;2;;1
34272;Saint-Just;2020;;112.2;;11.9;;-10.3;;214;;18
34273;Saint-Martin-de-l'Arçon;53;;53.4;;8.4;;4;;8;;1
34274;Saint-Martin-de-Londres;478;;39.8;;80.9;;39;;971;;12
34276;Saint-Mathieu-de-Tréviers;1749;;116.6;;37.1;;13.8;;556;;15
34277;Saint-Maurice-Navacelles;482;;68.9;;352.9;;132.4;;2470;;7
34278;Saint-Michel;314;;62.8;;403;;-80.9;;2015;;5
34279;Saint-Nazaire-de-Ladarez;645;;71.7;;23;;10.3;;207;;9
34280;Saint-Nazaire-de-Pézan;2019;;155.3;;37.7;;10.2;;491;;13
34281;Saint-Pargoire;5148;;54.8;;9.2;;0.1;;866;;94
34282;Saint-Paul-et-Valmalle;136;;33.9;;26.7;;15;*;107;;4
34283;Saint-Pierre-de-la-Fage;0;;N/A;;N/A;;N/A;*;0;;0
34284;Saint-Pons-de-Thomières;2346;;335.1;;62.1;;-34;;435;;7
34285;Saint-Pons-de-Mauchiens;3013;;94.1;;15.1;;0.5;;483;;32
34286;Saint-Privat;222;;24.7;;10;;-4.9;;90;;9
34287;Saint-Saturnin-de-Lucian;1560;;74.3;;11.8;;2.5;;249;;21
34288;Saint-Sériès;1237;;112.4;;17.6;;1.7;;194;;11
34289;Saint-Thibéry;4555;;72.3;;18.3;;7.2;;1156;;63
34290;Saint-Vincent-de-Barbeyrargues;197;*;98.3;*;15;*;7;*;30;*;2
34291;Saint-Vincent-d'Olargues;183;;26.1;;5.4;;-0.6;;38;;7
34292;Salasc;293;;22.5;;22.6;;5;;294;;13
34293;La Salvetat-sur-Agout;1549;;64.6;;60.1;;6.2;;1442;;24
34294;Saturargues;558;;62;;9;;1.3;;81;;9
34295;Saussan;415;;59.3;;7.6;;1.2;;53;;7
34296;Saussines;678;;42.3;;10.9;;6.5;;174;;16
34297;Sauteyrargues;706;;88.2;;84.7;;71.5;;678;;8
34298;Sauvian;4095;;128;;24.5;;10.3;;783;;32
34299;Sérignan;2831;;42.9;;8.7;;-3.1;;574;;66
34300;Servian;13312;;105.7;;18.9;;2.1;;2380;;126
34301;Sète;0;;N/A;;N/A;;N/A;;0;;0
34302;Siran;3848;;74;;12.2;;1.7;;635;;52
34303;Sorbs;327;;81.8;;323;;-98.2;;1292;;4
34304;Soubès;364;;45.5;;18.7;;-0.3;;149;;8
34305;Le Soulié;580;*;52.7;*;65.1;*;6.8;*;716;*;11
34306;Soumont;94;*;31.5;*;59.3;*;-28.7;*;178;*;3
34307;Sussargues;610;;87.1;;32.8;;18.1;;230;;7
34308;Taussac-la-Billière;330;;27.5;;3;;-3.1;;36;;12
34309;Teyran;2585;;143.6;;69.6;;39.3;;1252;;18
34310;Thézan-lès-Béziers;4382;;168.5;;30.7;;8.7;;798;;26
34311;Tourbes;3786;;92.4;;17.4;;1.8;;712;;41
34312;La Tour-sur-Orb;1844;;63.6;;26.1;;5.8;;757;;29
34313;Tressan;1706;;68.2;;11.3;;1.3;;282;;25
34314;Le Triadou;1212;;303.1;;56.8;;20.1;;227;;4
34315;Usclas-d'Hérault;469;;93.7;;19.2;;6.3;;96;;5
34316;Usclas-du-Bosc;71;;23.6;;3.8;;-6.5;;11;;3
34317;La Vacquerie-et-Saint-Martin-de-Castries;527;;52.7;;228.8;;6.5;;2288;;10
34318;Vacquières;1979;;104.2;;24.1;;-0.9;;458;;19
34319;Vailhan;512;;51.2;;13.1;;-0.2;;131;;10
34320;Vailhauquès;805;;100.6;;21.2;;9.7;;169;;8
34321;Valergues;988;;141.2;;7.5;;4;;53;;7
34322;Valflaunès;3468;;165.1;;29.8;;2.6;;626;;21
34323;Valmascle;33;;33.4;;5.1;;-0.4;;5;;1
34324;Valras-Plage;217;*;72.4;*;20.4;*;17.6;*;61;*;3
34325;Valros;1760;;58.7;;9.7;;1.4;;292;;30
34326;Vélieux;103;;51.5;;74;;-40.1;;148;;2
34327;Vendargues;921;;57.6;;9.4;;-1.1;;150;;16
34328;Vendémian;2322;;54;;9.1;;-11.8;;391;;43
34329;Vendres;5731;;110.2;;62.3;;4.6;;3239;;52
34331;Verreries-de-Moussans;36;;36.2;;46.5;;-11.1;;47;;1
34332;Vias;5172;;147.8;;30.7;;8.5;;1074;;35
34333;Vic-la-Gardiole;2186;;121.4;;18;;-23.3;;324;;18
34334;Vieussan;1160;*;128.9;*;18;*;8.1;*;162;*;9
34335;Villemagne-l'Argentière;756;;54;;5.4;;1.6;;76;;14
34336;Villeneuve-lès-Béziers;1795;;52.8;;19.2;;0.6;;652;;34
34337;Villeneuve-lès-Maguelone;1015;*;63.4;*;26.5;*;9.7;*;425;*;16
34338;Villeneuvette;239;;79.6;;29.4;;N/A;;88;;3
34339;Villespassans;953;;68.1;;9.8;;3;;137;;14
34340;Villetelle;280;;69.9;;10.2;;5.4;;41;;4
34341;Villeveyrac;6609;;78.7;;15.1;;3.3;;1264;;84
34342;Viols-en-Laval;351;;175.3;;749.1;;287.9;;1498;;2
34343;Viols-le-Fort;289;;72.4;;36.9;;33.1;;147;;4
34344;La Grande-Motte;24;;11.8;;113.5;;54.7;;227;;2
35001;Acigné;5068;;187.7;;69.8;;26.8;;1885;;27
35002;Amanlis;9273;;264.9;;66.9;;24.4;;2341;;35
35003;Andouillé-Neuville;4417;;339.8;;107.4;;39;;1396;;13
35004;Val-Couesnon;17059;;243.7;;70.6;;26.9;;4943;;70
35005;Arbrissel;1565;;195.7;;53.8;;0.4;;430;;8
35006;Argentré-du-Plessis;9942;;254.9;;75.6;;25.8;;2950;;39
35007;Aubigné;119;;118.6;;57.4;;-60.6;;57;;1
35008;Availles-sur-Seiche;3511;;219.4;;45.8;;5;;732;;16
35009;Baguer-Morvan;5943;;204.9;;60.2;;6.6;;1746;;29
35010;Baguer-Pican;3292;;253.3;;85.7;;23.8;;1114;;13
35012;Bain-de-Bretagne;13098;;172.3;;70.9;;15.4;;5386;;76
35013;Bains-sur-Oust;6129;;211.3;;83.4;;15.8;;2420;;29
35014;Bais;12185;;253.9;;59.5;;13.6;;2854;;48
35015;Balazé;14340;;275.8;;70;;21.8;;3638;;52
35016;Baulon;2110;;117.2;;44.3;;11.8;;797;;18
35017;La Baussaine;2350;;213.6;;48.8;;0;;536;;11
35018;La Bazouge-du-Désert;10998;;239.1;;61.9;;26.5;;2848;;46
35019;Bazouges-la-Pérouse;14475;;344.6;;85.1;;9.7;;3573;;42
35021;Beaucé;901;;300.4;;112.8;;71.5;;338;;3
35022;Bécherel;0;;N/A;;N/A;;N/A;;0;;0
35023;Bédée;9265;;220.6;;68.4;;18.7;;2871;;42
35024;Betton;4455;;171.3;;57.3;;12;;1491;;26
35025;Billé;3908;;205.7;;52.5;;18.2;;997;;19
35026;Bléruais;585;;195;;28.9;;-6.9;;87;;3
35027;Boisgervilly;6323;;225.8;;65.1;;11.1;;1822;;28
35028;Boistrudan;5310;;279.5;;54.6;;14;;1037;;19
35029;Bonnemain;3327;;158.4;;47.3;;1.5;;993;;21
35030;La Bosse-de-Bretagne;2072;;230.2;;77.6;;0.7;;698;;9
35031;La Bouëxière;4073;;119.8;;40.3;;3.5;;1369;;34
35032;Bourgbarré;4082;;194.4;;50.8;;8.9;;1067;;21
35033;Bourg-des-Comptes;5357;;267.8;;81.5;;24.1;;1631;;20
35034;La Boussac;1034;;60.8;;35.6;;4.3;;605;;17
35035;Bovel;3702;;205.7;;33.8;;-8.5;;609;;18
35037;Bréal-sous-Montfort;9771;;217.1;;44.6;;7.5;;2009;;45
35038;Bréal-sous-Vitré;695;;231.7;;78.7;;32.4;;236;;3
35039;Brécé;1208;;201.3;;66.9;;24.9;;401;;6
35040;Breteil;3995;;181.6;;50.1;;18.5;;1103;;22
35041;Brie;5587;;254;;81.1;;29.1;;1783;;22
35042;Brielles;4859;;243;;53.2;;8.3;;1064;;20
35044;Broualan;2239;;140;;63;;16.4;;1009;;16
35045;Bruc-sur-Aff;8303;;377.4;;87.9;;19.2;;1934;;22
35046;Les Brulais;3708;;231.8;;49.1;;14.2;;786;;16
35047;Bruz;2836;;149.3;;45;;15.6;;854;;19
35049;Cancale;1091;*;121.2;*;28.1;*;-2.4;*;253;*;9
35050;Cardroc;1102;;157.4;;44.4;;1.5;;311;;7
35051;Cesson-Sévigné;3388;;169.4;;58.7;;12.2;;1174;;20
35052;Champeaux;2539;;282.1;;92.9;;51.2;;836;;9
35054;Chanteloup;3118;;183.4;;53.2;;5.8;;905;;17
35055;Chantepie;1236;;123.6;;46.8;;8.1;;468;;10
35056;La Chapelle-aux-Filtzméens;1238;;154.7;;38.1;;-4.7;;304;;8
35057;La Chapelle-Bouëxic;4830;;241.5;;78.7;;25.2;;1573;;20
35058;La Chapelle-Chaussée;3377;;140.7;;37.1;;-3.1;;890;;24
35059;La Chapelle-des-Fougeretz;9302;;489.6;;41.2;;11;;784;;19
35060;La Chapelle du Lou du Lac;3828;;212.6;;41.3;;2.1;;743;;18
35061;La Chapelle-Erbrée;2099;;140;;49.3;;18.8;;740;;15
35062;La Chapelle-Janson;8685;;228.6;;55.5;;8;;2107;;38
35063;La Chapelle-Saint-Aubert;2050;;93.2;;32.9;;6.9;;723;;22
35064;La Chapelle-de-Brain;1531;;255.1;;160.7;;90.9;;964;;6
35065;La Chapelle-Thouarault;1941;;176.4;;63.1;;23.6;;694;;11
35066;Chartres-de-Bretagne;969;;242.1;;129.5;;58.4;;518;;4
35067;Chasné-sur-Illet;734;;81.5;;41.4;;-3.9;;373;;9
35068;Châteaubourg;5448;;217.9;;68.2;;22.1;;1706;;25
35069;Châteaugiron;4818;;200.8;;43;;9.3;;1031;;24
35070;Châteauneuf-d'Ille-et-Vilaine;0;;N/A;;N/A;;N/A;;0;;0
35071;Le Châtellier;3673;;159.7;;44.7;;15.4;;1028;;23
35072;Châtillon-en-Vendelais;12189;;243.8;;62.3;;16.9;;3115;;50
35075;Chauvigné;4782;;281.3;;83.9;;24;;1426;;17
35076;Chavagne;2491;;191.6;;40.2;;-11.5;;522;;13
35077;Chelun;6382;;638.2;;127.2;;46.2;;1272;;10
35078;Cherrueix;3638;;139.9;;50.5;;8;;1314;;26
35079;Chevaigné;2587;;215.6;;72.5;;8.4;;870;;12
35080;Cintré;1862;;186.2;;47.9;;12.1;;479;;10
35081;Clayes;778;;194.6;;47.2;;25.2;;189;;4
35082;Coësmes;4250;;202.4;;65.5;;11.2;;1375;;21
35084;Comblessac;5380;;336.2;;91.8;;23.9;;1468;;16
35085;Combourg;14958;;233.7;;76.8;;24.6;;4917;;64
35086;Combourtillé;1718;;343.6;;96.3;;35.7;;481;;5
35087;Cornillé;2525;;194.2;;58;;7.6;;754;;13
35088;Corps-Nuds;6632;;228.7;;51.8;;0.3;;1503;;29
35089;La Couyère;2803;;233.6;;80.3;;19.3;;963;;12
35090;Crevin;1403;;200.4;;65.5;;-5.2;;458;;7
35091;Le Crouais;2058;;411.6;;71.4;;23.9;;357;;5
35092;Cuguen;5594;;215.1;;71.8;;13.4;;1866;;26
35093;Dinard;43;;43.1;;0.3;;-1.9;;0;;1
35094;Dingé;3478;;124.2;;54.4;;6.7;;1523;;28
35095;Dol-de-Bretagne;3071;;219.4;;95.7;;18.5;;1340;;14
35096;Domagné;10251;;193.4;;49;;3.7;;2599;;53
35097;Domalain;10528;;198.6;;52.3;;17;;2772;;53
35098;La Dominelais;5747;;249.9;;90.9;;28.7;;2090;;23
35099;Domloup;3495;;183.9;;63.3;;25.7;;1202;;19
35101;Dourdain;4529;;161.8;;49.8;;0.5;;1393;;28
35102;Drouges;5002;;263.3;;55.6;;13.5;;1056;;19
35103;Eancé;3402;;261.7;;97.8;;34.6;;1271;;13
35104;Epiniac;4235;;201.7;;84.9;;25.5;;1782;;21
35105;Erbrée;5904;;155.4;;60.1;;18.9;;2285;;38
35106;Ercé-en-Lamée;7146;;183.2;;68.7;;10.9;;2679;;39
35107;Ercé-près-Liffré;3644;;191.8;;75.7;;11;;1438;;19
35108;Essé;11601;;290;;55.9;;14.2;;2236;;40
35109;Étrelles;13577;;295.2;;65.9;;24.1;;3034;;46
35110;Feins;3263;;203.9;;78.6;;8.3;;1257;;16
35111;Le Ferré;5469;;202.5;;55.4;;13.4;;1496;;27
35112;Fleurigné;5634;;170.7;;49.5;;7.7;;1633;;33
35114;Forges-la-Forêt;1662;;277;;96.3;;48.4;;578;;6
35115;Fougères;241;;40.1;;17.6;;8.2;;105;;6
35116;La Fresnais;5223;;200.9;;67.1;;28.7;;1744;;26
35117;Gaël;15093;;321.1;;84.1;;25.9;;3951;;47
35118;Gahard;2433;;121.7;;56.5;;19.2;;1129;;20
35119;Gennes-sur-Seiche;5083;;195.5;;51.7;;12.7;;1344;;26
35120;Gévezé;8625;;187.5;;53.8;;11;;2473;;46
35121;Gosné;3148;;157.4;;51.5;;9;;1029;;20
35122;La Gouesnière;453;;113.1;;45.4;;12.6;;181;;4
35123;Goven;3240;;108;;55;;18;;1651;;30
35124;Grand-Fougeray;9562;;245.2;;86.7;;20.2;;3383;;39
35125;La Guerche-de-Bretagne;2270;;162.1;;59.1;;14.6;;828;;14
35126;Guichen;4754;;132;;55.9;;13.4;;2013;;36
35127;Guignen;10100;;219.6;;68.2;;18;;3136;;46
35128;Guipel;6995;;225.6;;71.3;;5.8;;2211;;31
35130;Hédé-Bazouges;3820;;293.9;;72.1;;10.2;;937;;13
35131;L'Hermitage;555;;111;;42.8;;11.1;;214;;5
35132;Hirel;1734;;173.4;;76.1;;39.7;;761;;10
35133;Iffendic;16603;;247.8;;68.8;;17.3;;4610;;67
35134;Les Iffs;966;;241.6;;57.6;;17.7;;230;;4
35135;Irodouër;5153;;190.8;;61;;10.3;;1647;;27
35136;Janzé;10878;;247.2;;64.6;;13.6;;2843;;44
35137;Javené;4325;;206;;60.9;;19.9;;1278;;21
35138;Laignelet;1183;;98.6;;31.3;;12.2;;376;;12
35139;Laillé;4115;;147;;56.9;;8.1;;1593;;28
35140;Lalleu;3978;;165.8;;69.9;;15.7;;1677;;24
35141;Landavran;1014;;144.8;;40.9;;1;;286;;7
35142;Landéan;7004;;318.4;;56.5;;25.3;;1244;;22
35143;Landujan;6191;;364.2;;63;;8.9;;1072;;17
35144;Langan;1692;;141;;32.8;;13.7;;393;;12
35145;Langon;2620;;137.9;;70;;23.3;;1331;;19
35146;Langouet;1653;;183.7;;46.8;;3.1;;421;;9
35148;Lanrigan;954;;238.5;;50.2;;6.2;;201;;4
35149;Lassy;911;;130.1;;75;;32.9;;525;;7
35150;Lécousse;1807;;120.5;;44.6;;11.2;;669;;15
35151;Lieuron;4459;;247.7;;77.1;;12.8;;1388;;18
35152;Liffré;5432;;187.3;;70.7;;15.6;;2049;;29
35153;Lillemer;720;;360;;98.9;;55.9;;198;;2
35154;Livré-sur-Changeon;4822;;172.2;;70.2;;25.6;;1966;;28
35155;Lohéac;860;;215;;81.1;;9.7;;324;;4
35156;Longaulnay;2399;;239.9;;83.5;;28.3;;835;;10
35157;Le Loroux;2669;;140.5;;45.8;;7;;870;;19
35159;Lourmais;1502;;187.8;;57.9;;-2;;463;;8
35160;Loutehel;1437;;287.3;;65.5;;30.1;;328;;5
35161;Louvigné-de-Bais;2515;;139.7;;47.7;;7.4;;858;;18
35162;Louvigné-du-Désert;13533;;199;;47.1;;10;;3204;;68
35163;Luitré-Dompierre;11983;;221.9;;59.1;;13.6;;3191;;54
35164;Marcillé-Raoul;5345;;314.4;;92.3;;-0.1;;1569;;17
35165;Marcillé-Robert;4163;;154.2;;56.6;;4.3;;1528;;27
35166;Marpiré;2129;;152.1;;53.9;;9.4;;754;;14
35167;Martigné-Ferchaud;16323;;233.2;;74.1;;13.3;;5188;;70
35168;Val d'Anast;10846;;180.8;;71;;24.5;;4262;;60
35169;Maxent;9205;;219.2;;71.1;;20.8;;2985;;42
35170;Mecé;2468;;137.1;;57.3;;12.5;;1031;;18
35171;Médréac;8081;;212.7;;52.2;;10.8;;1983;;38
35172;Meillac;8728;;281.6;;80.4;;21.7;;2494;;31
35173;Melesse;13332;;266.6;;54.8;;18.3;;2738;;50
35174;Mellé;4106;;241.5;;61.3;;19.3;;1043;;17
35175;Mernel;2671;;205.5;;69.4;;12;;902;;13
35176;Guipry-Messac;21447;;264.8;;81.8;;18.6;;6629;;81
35177;La Mézière;3882;;242.6;;48.8;;18.7;;780;;16
35178;Mézières-sur-Couesnon;4194;;190.6;;67.9;;26.9;;1494;;22
35179;Miniac-Morvan;5069;;195;;66.6;;11.7;;1731;;26
35180;Miniac-sous-Bécherel;9075;;363;;69.8;;18.4;;1745;;25
35181;Le Minihic-sur-Rance;99;;24.7;;13.7;;-17.7;;55;;4
35183;Mondevert;1884;;235.5;;74.4;;29.8;;595;;8
35184;Montauban-de-Bretagne;22109;;374.7;;55.4;;15.6;;3267;;59
35185;Montautour;2302;;230.2;;68.5;;20.8;;685;;10
35186;Mont-Dol;2895;;137.9;;58.4;;11.8;;1226;;21
35187;Monterfil;6996;;499.7;;107;;40.5;;1497;;14
35188;Montfort-sur-Meu;572;;95.4;;44.1;;-0.8;;265;;6
35189;Montgermont;572;;95.4;;37.5;;-13;;225;;6
35190;Monthault;2603;;260.3;;65.5;;22.9;;655;;10
35191;Les Portes du Coglais;11363;;192.6;;53.7;;19;;3171;;59
35192;Montreuil-des-Landes;1950;;162.5;;70.2;;26.2;;842;;12
35193;Montreuil-le-Gast;2338;;179.8;;50.3;;10.2;;654;;13
35194;Montreuil-sous-Pérouse;2067;;206.7;;75.3;;40.2;;753;;10
35195;Montreuil-sur-Ille;2718;;226.5;;70.7;;11.9;;849;;12
35196;Mordelles;8284;;251;;68.9;;22.2;;2274;;33
35197;Mouazé;2124;;151.7;;39.8;;8;;557;;14
35198;Moulins;6541;;327;;60.3;;8.9;;1206;;20
35199;Moussé;337;;84.3;;18.5;;-14.3;;74;;4
35200;Moutiers;9843;;307.6;;59.1;;6.1;;1892;;32
35201;Muel;10195;;268.3;;67.6;;12.7;;2569;;38
35202;La Noë-Blanche;4618;;219.9;;72.6;;20.6;;1524;;21
35203;La Nouaye;1412;;282.4;;83;;26.2;;415;;5
35204;Nouvoitou;4635;;165.5;;40.2;;6.5;;1125;;28
35205;Noyal-sous-Bazouges;4272;;267;;78;;9.2;;1247;;16
35206;Noyal-Châtillon-sur-Seiche;5754;;191.8;;56.2;;15.9;;1687;;30
35207;Noyal-sur-Vilaine;8266;;236.2;;86.8;;32;;3036;;35
35208;Orgères;2652;;189.4;;57.1;;14.1;;800;;14
35210;Pacé;26097;;621.3;;58.2;;27.5;;2443;;42
35211;Paimpont;5442;;187.7;;57.5;;22.7;;1668;;29
35212;Pancé;2747;;137.3;;64.1;;17.6;;1282;;20
35214;Parcé;5038;;229;;64;;15.3;;1408;;22
35215;Parigné;5720;;211.8;;59.5;;14;;1607;;27
35216;Parthenay-de-Bretagne;1665;;237.9;;59.1;;20;*;414;;7
35217;Le Pertre;6351;;181.5;;57.6;;11.8;;2017;;35
35218;Le Petit-Fougeray;1506;;188.2;;63;;23.2;;504;;8
35219;Pipriac;14926;;287;;72.3;;14.1;;3760;;52
35220;Piré-Chancé;12466;;259.7;;68.3;;23.6;;3280;;48
35221;Pléchâtel;9680;;276.6;;81.3;;10.6;;2844;;35
35222;Pleine-Fougères;6366;;265.2;;87.6;;29.7;;2103;;24
35223;Plélan-le-Grand;10523;;233.8;;78.8;;21.9;;3546;;45
35224;Plerguer;1905;;90.7;;46.3;;26.5;;973;;21
35225;Plesder;2523;;168.2;;66.3;;17.1;;994;;15
35226;Pleugueneuc;4840;;186.1;;53.1;;12.5;;1380;;26
35227;Pleumeleuc;4813;;240.7;;60.6;;23.7;;1213;;20
35228;Pleurtuit;5323;;532.3;;126.1;;66.2;;1261;;10
35229;Pocé-les-Bois;4273;;203.5;;65.2;;9;;1369;;21
35230;Poilley;10624;;425;;35;;4.9;;875;;25
35231;Poligné;994;;142;;65.2;;-0.3;;456;;7
35232;Princé;2670;;190.7;;64.1;;24;;897;;14
35233;Québriac;2142;;178.5;;82.3;;18;;987;;12
35234;Quédillac;11850;;329.2;;60.9;;12.7;;2191;;36
35235;Rannée;7970;;199.3;;56.2;;13.2;;2247;;40
35236;Redon;6;;5.9;;6.8;;2.5;;7;;1
35237;Renac;3274;;192.6;;91;;22.5;;1547;;17
35238;Rennes;1323;;110.2;;33.7;;9.8;;405;;12
35239;Retiers;13042;;266.2;;61.7;;18.8;;3024;;49
35240;Le Rheu;3242;;249.4;;62.4;;-0.4;;811;;13
35241;La Richardais;1;*;1.5;*;2.2;*;-1;*;2;*;1
35242;Rimou;3314;;254.9;;83.8;;22.8;;1090;;13
35243;Romagné;7644;;191.1;;52.3;;9.7;;2092;;40
35244;Romazy;1486;;212.3;;83.6;;28.2;;585;;7
35245;Romillé;9368;;212.9;;48.4;;12.6;;2130;;44
35246;Roz-Landrieux;4343;;241.3;;95;;41.9;;1710;;18
35247;Roz-sur-Couesnon;5093;;242.5;;67.4;;10.1;;1415;;21
35248;Sains;2722;;272.2;;97.8;;44.8;;978;;10
35249;Sainte-Anne-sur-Vilaine;2693;;134.7;;73.8;;27.2;;1476;;20
35250;Saint-Armel;1599;;159.9;;60.8;;2.1;;608;;10
35251;Saint-Aubin-d'Aubigné;5361;;191.5;;64.7;;10.6;;1812;;28
35252;Saint-Aubin-des-Landes;3467;;247.7;;78.4;;25.9;;1097;;14
35253;Saint-Aubin-du-Cormier;1975;;179.5;;80.5;;36.3;;885;;11
35255;Saint-Benoît-des-Ondes;0;;N/A;;N/A;;N/A;;0;;0
35256;Saint-Briac-sur-Mer;197;;32.9;;28.2;;2.1;;169;;6
35257;Maen Roch;7722;;148.5;;56.5;;23.3;;2939;;52
35258;Saint-Brieuc-des-Iffs;3385;;307.7;;66;;17;;726;;11
35259;Saint-Broladre;4965;;183.9;;56.1;;13.2;;1513;;27
35260;Saint-Christophe-des-Bois;1338;;102.9;;42.1;;8.1;;547;;13
35261;Saint-Christophe-de-Valains;405;;404.6;;103.7;;72.7;;104;;1
35262;Sainte-Colombe;2490;;226.3;;68.7;;14.6;;756;;11
35263;Saint-Coulomb;4081;;145.7;;28.9;;-0.8;;810;;28
35264;Saint-Didier;3533;;235.5;;69.2;;24.5;;1038;;15
35265;Saint-Domineuc;2665;;190.4;;80.6;;31;;1128;;14
35266;Saint-Erblon;3792;;291.7;;41;;5.7;;533;;13
35268;Saint-Ganton;2687;;149.3;;59.2;;9.5;;1066;;18
35270;Saint-Georges-de-Gréhaigne;2556;;255.6;;106.3;;38;;1063;;10
35271;Saint-Georges-de-Reintembault;9713;;156.7;;41.3;;7.5;;2561;;62
35272;Saint-Germain-du-Pinel;2461;;175.8;;52.5;;15.8;;735;;14
35273;Saint-Germain-en-Coglès;8281;;202;;58.7;;15.5;;2405;;41
35274;Saint-Germain-sur-Ille;2054;;293.4;;58.1;;9.2;;407;;7
35275;Saint-Gilles;5224;;174.1;;49.1;;13.2;;1474;;30
35276;Saint-Gondran;147;;73.4;;46.1;;30;;92;;2
35277;Saint-Gonlay;2177;;311;;73.5;;2.6;;515;;7
35278;Saint-Grégoire;2670;;148.3;;39.9;;6.8;;718;;18
35279;Saint-Guinoux;397;;132.3;;65.1;;6.9;;195;;3
35280;Saint-Hilaire-des-Landes;3926;;151;;60.8;;14.4;;1581;;26
35281;Saint-Jacques-de-la-Lande;66;;66;;81.8;;50.7;;82;;1
35282;Rives-du-Couesnon;13002;;213.1;;75.3;;24.4;;4592;;61
35283;Saint-Jean-sur-Vilaine;3674;;193.4;;43.1;;8.8;;818;;19
35284;Saint-Jouan-des-Guérets;1741;;158.3;;29.4;;5.5;;323;;11
35285;Saint-Just;3148;;136.9;;60;;11;;1381;;23
35286;Saint-Léger-des-Prés;2491;;830.2;;255.5;;154;;767;;3
35287;Saint-Lunaire;255;;36.5;;45.5;;9.1;;318;;7
35288;Saint-Malo;4785;;281.5;;52.7;;18.3;;895;;17
35289;Saint-Malo-de-Phily;2852;;259.2;;59.7;;4;;656;;11
35290;Saint-Malon-sur-Mel;6350;;302.4;;64.7;;16.8;;1358;;21
35291;Saint-Marcan;1078;;215.6;;105.6;;42.8;;528;;5
35292;Saint-Marc-le-Blanc;4771;;190.9;;59.4;;26.9;;1485;;25
35294;Sainte-Marie;4673;;424.8;;77;;12.7;;847;;11
35295;Saint-Maugan;1913;;173.9;;53.1;;12;;584;;11
35296;Saint-Médard-sur-Ille;2703;;142.3;;53.4;;-2.6;;1015;;19
35297;Saint-Méen-le-Grand;2693;;192.4;;72;;32.6;;1007;;14
35299;Saint-Méloir-des-Ondes;12431;;270.2;;45.9;;14.6;;2110;;46
35300;Saint-M'Hervé;6078;;189.9;;66.9;;21;;2140;;32
35302;Saint-Onen-la-Chapelle;8949;;298.3;;69.7;;13.7;;2092;;30
35304;Saint-Ouen-des-Alleux;1938;;114;;56;;4.2;;952;;17
35305;Saint-Péran;623;;311.3;;92.2;;-0.5;;184;;2
35306;Saint-Père-Marc-en-Poulet;4994;;208.1;;69.1;;29.5;;1659;;24
35307;Saint-Pern;4555;;325.4;;72.2;;8.8;;1011;;14
35308;Mesnil-Roc'h;2831;;128.7;;52.1;;15.9;;1146;;22
35309;Saint-Rémy-du-Plain;4879;;406.6;;115;;53.2;;1381;;12
35310;Saint-Sauveur-des-Landes;3275;;125.9;;43.8;;11;;1138;;26
35311;Saint-Séglin;2513;;251.3;;64.1;;27.5;;641;;10
35312;Saint-Senoux;2741;;210.9;;65;;7.9;;845;;13
35314;Saint-Suliac;2437;;487.4;;75.5;;36.2;;377;;5
35315;Saint-Sulpice-la-Forêt;549;;137.3;;42.3;;22.6;;169;;4
35316;Saint-Sulpice-des-Landes;2778;;154.3;;62.3;;0.8;;1121;;18
35317;Saint-Symphorien;4115;;457.2;;109.6;;41;;986;;9
35318;Saint-Thual;1835;;122.3;;40.6;;-3.5;;609;;15
35319;Saint-Thurial;2347;;146.7;;51.6;;15;;826;;16
35320;Saint-Uniac;3194;;266.2;;69.2;;24.2;;831;;12
35321;Saulnières;1596;;145.1;;58;;-2.9;;638;;11
35322;Le Sel-de-Bretagne;1741;;193.4;;60.3;;6.8;;543;;9
35324;La Selle-en-Luitré;4458;;318.4;;42.2;;6.9;;591;;14
35325;La Selle-Guerchaise;242;;60.6;;25.4;;-0.9;;102;;4
35326;Sens-de-Bretagne;8604;;260.7;;83.2;;17.7;;2746;;33
35327;Servon-sur-Vilaine;9384;;335.1;;46.4;;0.1;;1298;;28
35328;Sixt-sur-Aff;8227;;235.1;;84.9;;21.5;;2970;;35
35329;Sougéal;2197;;183.1;;76.9;;26.8;;923;;12
