Code;name;PBS2020_sum;PBS en 2020 - estimation (*=oui);PBS2020_mean;PBS moyenne en 2020 - estimation (*=oui);SAU2020_mean;SAU moyenne en 2020 - estimation (*=oui);SAU moyenne : variation absolue 2020-2010;SAU moyenne : variation absolue 2020-2010 - estimation (*=oui);SAU en 2020;SAU en 2020 - estimation (*=oui);Exploitation2020
01436;Vesancy;614;;153.4;;126.7;;1.3;;507;;4
01437;Vescours;1228;;153.5;;107.2;;20.8;;858;;8
01439;Vésines;0;;N/A;;N/A;;N/A;;0;;0
01441;Vieu-d'Izenave;1834;;203.8;;111.3;;-55.3;;1002;;9
01443;Villars-les-Dombes;1499;;99.9;;59;;30.8;;884;;15
01444;Villebois;182;;36.3;;53.9;;20.3;;270;;5
01445;Villemotier;3393;;188.5;;72.8;;11.5;;1310;;18
01446;Villeneuve;3609;;128.9;;79.7;;12.5;;2233;;28
01447;Villereversure;1825;;202.8;;111.2;;31.8;;1001;;9
01448;Villes;350;;175;;226.9;;18.6;;454;;2
01449;Villette-sur-Ain;419;;59.8;;52.3;;-8.9;;366;;7
01450;Villieu-Loyes-Mollon;1099;;122.1;;76.6;;-7.9;;689;;9
01451;Viriat;4139;;121.7;;65.1;;22.6;;2213;;34
01452;Virieu-le-Grand;0;;N/A;;N/A;;N/A;;0;;0
01453;Arvière-en-Valromey;825;;63.4;;64.1;;2.6;;833;;13
01454;Virignin;467;;155.7;;96;;11.2;;288;;3
01456;Vongnes;246;;246.1;;19;;10.1;;19;;1
01457;Vonnas;2507;;139.3;;57.6;;11.8;;1036;;18
02001;Abbécourt;511;;102.1;;76.9;;34.5;;385;;5
02002;Achery;382;;95.5;;63.6;;19.4;;255;;4
02003;Acy;1650;;330;;167.4;;19.9;;837;;5
02004;Agnicourt-et-Séchelles;2810;;255.5;;156.4;;-15.2;;1720;;11
02005;Aguilcourt;1428;;178.5;;126.7;;-4.7;;1014;;8
02006;Aisonville-et-Bernoville;928;;185.6;;122;;11.3;;610;;5
02007;Aizelles;351;;116.9;;74.4;;-17.9;;223;;3
02008;Aizy-Jouy;1306;;217.6;;171.8;;2.5;;1031;;6
02009;Alaincourt;702;;175.6;;121.7;;7.4;;487;;4
02010;Allemant;673;;672.7;;379.5;;188.7;;379;;1
02011;Ambleny;697;;348.7;;187.7;;89.8;;375;;2
02012;Ambrief;1329;;332.2;;203;;58.7;;812;;4
02013;Amifontaine;3761;;198;;147.7;;4.2;;2806;;19
02014;Amigny-Rouy;273;;45.6;;61.3;;3.9;;368;;6
02015;Ancienville;0;;N/A;;N/A;;N/A;;0;;0
02016;Andelain;368;;184.1;;155;;5.3;;310;;2
02017;Anguilcourt-le-Sart;3549;;322.6;;122;;-24.6;;1342;;11
02018;Anizy-le-Grand;1569;;224.2;;139.1;;13.9;;974;;7
02019;Annois;1034;;206.8;;109.1;;7.2;;545;;5
02020;Any-Martin-Rieux;2799;;186.6;;112.4;;28.1;;1686;;15
02021;Archon;1624;;180.4;;111;;34.3;;999;;9
02022;Arcy-Sainte-Restitue;3756;;341.5;;224.3;;23.7;;2467;;11
02023;Armentières-sur-Ourcq;1106;;368.7;;61.5;;-63.9;;184;;3
02024;Arrancy;564;;282;;220.7;;63.3;;441;;2
02025;Artemps;683;;341.3;;213.1;;69.8;;426;;2
02027;Assis-sur-Serre;1333;;166.6;;94.2;;-6.2;;753;;8
02028;Athies-sous-Laon;1629;;407.2;;204.1;;73.3;;816;;4
02029;Attilly;912;;228;;108.3;;-93.7;;433;;4
02030;Aubencheul-aux-Bois;559;;279.7;;141.4;;36;;283;;2
02031;Aubenton;1504;;125.3;;74.6;;12.9;;895;;12
02032;Aubigny-aux-Kaisnes;2343;;585.7;;226.5;;18;;906;;4
02033;Aubigny-en-Laonnois;488;;122.1;;95.3;;39.7;;381;;4
02034;Audignicourt;734;;183.5;;117.8;;-4;;471;;4
02035;Audigny;1826;;228.3;;145.2;;16.6;;1162;;8
02036;Augy;340;;170;;136.8;;70.3;;274;;2
02037;Aulnois-sous-Laon;1671;;417.8;;228.2;;11.3;;913;;4
02038;Les Autels;294;;58.8;;56.1;;1.3;;280;;5
02039;Autremencourt;815;;407.6;;270.3;;-0.7;;541;;2
02040;Autreppes;2385;;477.1;;164.2;;25.7;;821;;5
02041;Autreville;620;;155.1;;116.2;;-2.2;;465;;4
02042;Azy-sur-Marne;4531;;206;;3.8;;-0.6;;83;;22
02043;Bagneux;54;;54.2;;49;;-1;;49;;1
02044;Bancigny;1181;;147.7;;61.5;;-10;;492;;8
02046;Barenton-Bugny;1258;;314.5;;195.6;;-14.3;;782;;4
02047;Barenton-Cel;1497;;499.1;;250.5;;-51.6;;752;;3
02048;Barenton-sur-Serre;828;;206.9;;143.8;;27.8;;575;;4
02049;Barisis-aux-Bois;1181;;147.6;;106.1;;37.1;;849;;8
02050;Barzy-en-Thiérache;831;;92.4;;35.9;;5.1;;323;;9
02051;Barzy-sur-Marne;7349;;319.5;;4.6;;0.4;;105;;23
02052;Bassoles-Aulers;414;;413.7;;303.3;;3.6;;303;;1
02053;Vallées en Champagne;12149;;276.1;;47.9;;11.9;;2106;;44
02054;Bazoches-sur-Vesles;1047;;209.5;;162;;9.2;;810;;5
02055;Beaumé;512;;128.1;;70.1;;7.8;;280;;4
02056;Beaumont-en-Beine;886;;177.1;;94;;37.9;;470;;5
02057;Beaurevoir;2864;;286.4;;144.4;;40.9;;1444;;10
02058;Beaurieux;308;;153.9;;147.5;;-17.6;;295;;2
02059;Beautor;0;;N/A;;N/A;;N/A;;0;;0
02060;Beauvois-en-Vermandois;1388;;347;;134.1;;5.3;;536;;4
02061;Becquigny;317;;105.5;;62.4;;3.7;;187;;3
02062;Belleau;768;;256;;192.1;;24.5;;576;;3
02063;Bellenglise;1331;;332.8;;212.1;;15.7;;848;;4
02064;Belleu;348;;347.7;;183.2;;163.2;;183;;1
02065;Bellicourt;2260;;376.6;;198.1;;0.1;;1189;;6
02066;Benay;413;;206.7;;154;;-0.6;;308;;2
02067;Bergues-sur-Sambre;2233;;248.1;;67.9;;14.4;;611;;9
02068;Berlancourt;683;;341.4;;220.4;;1.6;;441;;2
02069;Berlise;934;;311.5;;179.4;;-7.5;;538;;3
02070;Bernot;2319;;193.2;;86.1;;21.1;;1033;;12
02071;Berny-Rivière;295;;147.4;;104.4;;N/A;;209;;2
02072;Berrieux;575;;143.7;;120;;62.4;;480;;4
02073;Berry-au-Bac;129;;128.6;;95;;-368.8;;95;;1
02074;Bertaucourt-Epourdon;220;;220.4;;171;;-2.1;;171;;1
02075;Berthenicourt;622;;622.4;;384.5;;-2;;385;;1
02076;Bertricourt;783;;156.6;;101.1;;13.7;;505;;5
02077;Berzy-le-Sec;248;;123.8;;112.3;;-93.6;;225;;2
02078;Besmé;173;;57.5;;47.1;;17.7;;141;;3
02079;Besmont;1716;;156;;72.3;;18.1;;795;;11
02080;Besny-et-Loizy;1643;;547.7;;267.6;;-2.1;;803;;3
02081;Béthancourt-en-Vaux;318;;63.7;;54.9;;-12.9;;275;;5
02082;Beugneux;1193;;397.8;;266.2;;13.3;;798;;3
02083;Beuvardes;597;;66.4;;68;;4.4;;612;;9
02084;Bézu-le-Guéry;3124;;223.2;;42.1;;6.6;;590;;14
02085;Bézu-Saint-Germain;1038;;173;;136.4;;31.3;;819;;6
02086;Bichancourt;827;;103.4;;51.9;;11;;415;;8
02087;Bieuxy;575;;287.3;;209.3;;108.5;;419;;2
02088;Bièvres;0;;N/A;;N/A;;N/A;;0;;0
02089;Billy-sur-Aisne;21048;;7016;;5.4;;-35.7;;16;;3
02090;Billy-sur-Ourcq;1691;;211.3;;137.4;;-18.1;;1099;;8
02091;Blanzy-lès-Fismes;1223;;305.8;;150;;-52.8;;600;;4
02093;Blérancourt;847;;211.7;;142.4;;32.5;;569;;4
02094;Blesmes;6636;;510.5;;93.4;;20.4;;1215;;13
02095;Bohain-en-Vermandois;5930;;219.6;;114.4;;-0.1;;3089;;27
02096;Bois-lès-Pargny;927;;231.7;;160.9;;0.6;;644;;4
02097;Boncourt;2899;;362.3;;214.9;;4.7;;1720;;8
02098;Bonneil;13355;;445.2;;16.6;;7.2;;497;;30
02099;Bonnesvalyn;797;;265.5;;202.3;;-17.8;;607;;3
02100;Bony;2202;;440.4;;235.6;;91.4;;1178;;5
02101;Bosmont-sur-Serre;1518;;303.5;;188.4;;9.7;;942;;5
02102;Bouconville-Vauclair;518;;172.8;;144.1;;-0.3;;432;;3
02103;Boué;869;;173.7;;52.5;;0;;263;;5
02104;Bouffignereux;212;;106;;86.1;;N/A;;172;;2
02105;Bouresches;983;;327.6;;153.5;;41.8;;460;;3
02106;Bourg-et-Comin;42;;21.1;;2.9;;-38.5;;6;;2
02107;Bourguignon-sous-Coucy;369;;123.1;;107.7;;3.3;;323;;3
02108;Bourguignon-sous-Montbavin;0;;N/A;;N/A;;N/A;;0;;0
02109;La Bouteille;2652;;139.6;;71.6;;6;;1360;;19
02110;Braine;832;;166.5;;82.7;;21.4;;414;;5
02111;Brancourt-en-Laonnois;0;;N/A;;N/A;;N/A;;0;;0
02112;Brancourt-le-Grand;1665;;185;;82.3;;-0.2;;741;;9
02114;Brasles;5573;;242.3;;15;;-3;;345;;23
02115;Braye-en-Laonnois;1588;;529.3;;304.4;;76.1;;913;;3
02116;Braye-en-Thiérache;1265;;316.4;;126.7;;10;;507;;4
02117;Bray-Saint-Christophe;0;;N/A;;N/A;;N/A;;0;;0
02118;Braye;11;;11;;18;;-14.9;;18;;1
02119;Brécy;2079;;519.8;;153.9;;-79.2;;616;;4
02120;Brenelle;507;;253.7;;183.2;;0.1;;366;;2
02121;Breny;104;;51.9;;44.9;;-10.1;;90;;2
02122;Brie;272;;271.9;;273.3;;131.4;;273;;1
02123;Brissay-Choigny;1854;;617.9;;343.5;;136.3;;1030;;3
02124;Brissy-Hamégicourt;901;;150.2;;104.7;;55;;628;;6
02125;Brumetz;713;;237.5;;144.5;;-0.6;;433;;3
02126;Brunehamel;738;;123;;59;;-6.6;;354;;6
02127;Bruyères-sur-Fère;1369;;342.3;;224.6;;3.6;;899;;4
02128;Bruyères-et-Montbérault;755;;150.9;;127.9;;-10.8;;640;;5
02129;Bruys;1044;;522.2;;388.6;;150.7;;777;;2
02130;Bucilly;713;;142.6;;90.4;;19.4;;452;;5
02131;Bucy-le-Long;384;;128.1;;96.7;;-2.4;;290;;3
02132;Bucy-lès-Cerny;341;;341.4;;253.6;;-12.4;;254;;1
02133;Bucy-lès-Pierrepont;2661;;380.1;;209.3;;-13.6;;1465;;7
02134;Buire;338;;168.8;;42.4;;-62.9;;85;;2
02135;Buironfosse;1565;;111.8;;48.1;;9.8;;674;;14
02136;Burelles;1707;;189.7;;125.1;;21.4;;1126;;9
02137;Bussiares;686;;342.8;;270.2;;112.7;;540;;2
02138;Buzancy;431;;431.2;;279.6;;0.3;;280;;1
02139;Caillouël-Crépigny;567;;94.6;;81;;27;;486;;6
02140;Camelin;748;;149.7;;93.2;;10.9;;466;;5
02141;La Capelle;1593;;144.8;;55;;26.4;;605;;11
02142;Castres;46;;46.5;;8.5;;-94.2;;9;;1
02143;Le Catelet;0;;N/A;;N/A;;N/A;;0;;0
02144;Caulaincourt;980;;980.2;;492.1;;5.5;;492;;1
02145;Caumont;306;;61.2;;49.9;;0.1;;249;;5
02146;Celles-lès-Condé;1069;;213.8;;24;;-8.9;;120;;5
02148;Celles-sur-Aisne;1198;;299.4;;128.1;;-25.1;;512;;4
02149;Cerizy;788;;394.2;;245.1;;11.3;;490;;2
02150;Cerny-en-Laonnois;198;;198.5;;160.4;;N/A;;160;;1
02151;Cerny-lès-Bucy;0;;N/A;;N/A;;N/A;;0;;0
02152;Cerseuil;713;;356.6;;183.4;;-0.4;;367;;2
02153;Cessières-Suzy;618;;103;;83.1;;-6.3;;498;;6
02154;Chacrise;785;;261.8;;161.6;;-176.3;;485;;3
02155;Chaillevois;0;;N/A;;N/A;;N/A;;0;;0
02156;Chalandry;892;;297.5;;180.5;;65.4;;541;;3
02157;Chambry;1304;;260.8;;160.9;;-2.2;;804;;5
02158;Chamouille;119;;118.8;;109;;74.5;;109;;1
02159;Champs;1464;;182.9;;120.6;;7.4;;965;;8
02160;Chaourse;2520;;252;;135.8;;-32.5;;1358;;10
02162;La Chapelle-sur-Chézy;200;;200.3;;137.7;;-52.6;;138;;1
02163;Charly-sur-Marne;32991;;317.2;;14.7;;1.1;;1525;;104
02164;Le Charmel;1738;;347.6;;91.4;;41.8;;457;;5
02165;Charmes;105;;52.5;;61.7;;13.2;;123;;2
02166;Chartèves;634;;317.2;;105.4;;30.9;;211;;2
02167;Chassemy;806;;134.3;;122.2;;-5.1;;733;;6
02168;Château-Thierry;2887;;169.8;;46.8;;-2.8;;795;;17
02169;Châtillon-lès-Sons;1147;;229.4;;140.8;;-1.2;;704;;5
02170;Châtillon-sur-Oise;416;;207.8;;129.1;;71.3;;258;;2
02171;Chaudardes;382;;95.5;;94.4;;20.9;;378;;4
02172;Chaudun;1516;;505.4;;237;;22.5;;711;;3
02173;Chauny;698;;232.7;;99.2;;-10.1;;298;;3
02174;Chavignon;806;;161.3;;96.6;;0.8;;483;;5
02175;Chavigny;243;;121.7;;58.9;;-29.6;;118;;2
02176;Chavonne;143;;142.7;;127.4;;-14.8;;127;;1
02177;Chérêt;183;;91.4;;78.1;;-7.4;;156;;2
02178;Chermizy-Ailles;811;;202.8;;56.4;;-39.5;;225;;4
02179;Chéry-Chartreuve;1428;;238;;92.9;;-8.3;;558;;6
02180;Chéry-lès-Pouilly;2879;;411.3;;199.2;;20.1;;1394;;7
02181;Chéry-lès-Rozoy;23;;22.9;;18.8;;-11.5;;19;;1
02182;Chevennes;2081;;416.2;;210.8;;95.9;;1054;;5
02183;Chevregny;685;;137;;109.3;;13.4;;547;;5
02184;Chevresis-Monceau;2476;;353.7;;214.6;;22;;1502;;7
02185;Chézy-en-Orxois;2270;;227;;150.3;;33.4;;1503;;10
02186;Chézy-sur-Marne;6241;;240;;37.9;;-16.5;;986;;26
02187;Chierry;1672;;557.4;;94.3;;91.8;;283;;3
02188;Chigny;68;*;17;*;6.8;*;-24.9;*;27;*;4
02189;Chivres-en-Laonnois;428;;85.6;;84.3;;4.8;;422;;5
02190;Chivres-Val;0;;N/A;;N/A;;N/A;;0;;0
02191;Chivy-lès-Étouvelles;0;;0.4;;4;;-13;;4;;1
02192;Chouy;2418;;268.6;;177.2;;24.3;;1595;;9
02193;Cierges;651;;130.2;;95.7;;-27.5;;479;;5
02194;Cilly;1222;;407.3;;255.9;;66.5;;768;;3
02195;Ciry-Salsogne;302;;150.8;;48.6;;4;;97;;2
02196;Clacy-et-Thierret;279;;279.4;;188.2;;-1;;188;;1
02197;Clairfontaine;4557;;284.8;;103.2;;32.2;;1652;;16
02198;Clamecy;463;;462.8;;240.8;;-2.3;;241;;1
02199;Clastres;770;;192.4;;100.9;;-30.3;;404;;4
02200;Clermont-les-Fermes;2291;;327.3;;186.1;;-23.3;;1303;;7
02201;Cœuvres-et-Valsery;1260;;315.1;;178.7;;30.8;;715;;4
02203;Coincy;1473;;368.2;;184.8;;48.7;;739;;4
02204;Coingt;1217;;121.7;;71.3;;11.8;;713;;10
02205;Colligis-Crandelain;94;;18.8;;10.9;;-26.7;;55;;5
02206;Colonfay;347;;115.8;;81.6;;14;;245;;3
02207;Commenchon;4;;3.9;;3.2;;-20.7;;3;;1
02208;Concevreux;748;;249.3;;165.1;;-23.3;;495;;3
02209;Condé-en-Brie;240;;79.8;;84.6;;25.6;;254;;3
02210;Condé-sur-Aisne;416;;416.3;;226;;11;;226;;1
02211;Condé-sur-Suippe;466;;155.2;;103.1;;-3.1;;309;;3
02212;Condren;267;;89;;90;;18.3;;270;;3
02213;Connigis;3437;;312.5;;31.2;;1.5;;343;;11
02214;Contescourt;373;;373.5;;297.5;;2.7;;298;;1
02215;Corbeny;1273;;127.3;;106.3;;28.4;;1063;;10
02216;Corcy;181;;180.9;;133.2;;1.8;;133;;1
02217;Coucy-le-Château-Auffrique;271;;90.4;;32.7;;-18.1;;98;;3
02218;Coucy-lès-Eppes;1001;;250.2;;173.2;;70;;693;;4
02219;Coucy-la-Ville;1534;;383.4;;172.9;;5.2;;692;;4
02220;Coulonges-Cohan;2798;;349.7;;258.1;;26.9;;2064;;8
02221;Coupru;1456;;242.6;;188.8;;22.5;;1133;;6
02222;Courbes;686;;343.2;;237.3;;65.8;;475;;2
02223;Courboin;1599;;199.9;;152.4;;35.6;;1219;;8
02224;Courcelles-sur-Vesle;561;;561.4;;290.7;;121.1;;291;;1
02225;Courchamps;556;;185.4;;112.6;;-0.2;;338;;3
02226;Courmelles;132;;66.1;;49.1;;-55.9;;98;;2
02227;Courmont;579;;193;;111.3;;-23.5;;334;;3
02228;Courtemont-Varennes;991;*;110.1;*;26.4;*;-2.3;*;238;*;9
02229;Courtrizy-et-Fussigny;0;;N/A;;N/A;;N/A;;0;;0
02230;Couvrelles;921;;460.3;;194;;40.4;;388;;2
02231;Couvron-et-Aumencourt;1313;;437.5;;272.3;;32.3;;817;;3
02232;Coyolles;2125;;708.4;;124.2;;25.2;;373;;3
02233;Cramaille;1154;;164.9;;121.8;;4;;853;;7
02234;Craonne;678;;169.4;;99.9;;-15;;400;;4
02235;Craonnelle;972;;243;;123.4;;-26.5;;494;;4
02236;Crécy-au-Mont;1352;;676.2;;356.5;;177.3;;713;;2
02237;Crécy-sur-Serre;6606;;508.1;;127.4;;-6.3;;1657;;13
02238;Crépy;2258;;250.8;;179.2;;-32.3;;1613;;9
02239;Crézancy;2221;;317.3;;58.2;;17.3;;407;;7
02240;Croix-Fonsomme;2275;;455;;209.5;;40.7;;1048;;5
02241;La Croix-sur-Ourcq;1065;;213.1;;181.4;;53.1;;907;;5
02242;Crouttes-sur-Marne;10779;;262.9;;7.8;;2.1;;318;;41
02243;Crouy;4576;;762.6;;116.5;;-12.4;;699;;6
02244;Crupilly;839;;419.5;;190.9;;41.2;;382;;2
02245;Cuffies;297;;296.7;;232.3;;117;;232;;1
02246;Cugny;1750;;250;;137.8;;52.5;;964;;7
02248;Cuirieux;1023;;341;;215;;40.6;;645;;3
02249;Cuiry-Housse;1326;;441.9;;272.3;;43.1;;817;;3
02250;Cuiry-lès-Chaudardes;77;;77.4;;73;;36.4;;73;;1
02251;Cuiry-lès-Iviers;571;;114.1;;58.7;;-6.7;;294;;5
02252;Cuissy-et-Geny;703;;234.3;;197.9;;-4.5;;594;;3
02253;Cuisy-en-Almont;1230;;246;;166.3;;-15.2;;831;;5
02254;Cutry;671;;671.4;;323.1;;-2.1;;323;;1
02255;Cys-la-Commune;400;;100;;88.2;;18.6;;353;;4
02256;Dagny-Lambercy;2471;;274.6;;142.8;;8.8;;1285;;9
02257;Dallon;577;;288.7;;154.9;;48.1;;310;;2
02258;Dammard;1380;;460;;271;;103;;813;;3
02259;Dampleux;780;;779.8;;305.1;;156;;305;;1
02260;Danizy;955;;477.7;;189;;69.3;;378;;2
02261;Dercy;1016;*;254;*;146.8;*;18.1;*;587;*;4
02262;Deuillet;142;;142.3;;154.9;;79.4;;155;;1
02263;Dhuizel;770;;256.8;;196.8;;15;;590;;3
02264;Dizy-le-Gros;5416;;270.8;;138.6;;14.7;;2772;;20
02265;Dohis;129;;43.1;;38.9;;5.9;;117;;3
02266;Dolignon;1153;;230.6;;149.3;;27.1;;746;;5
02267;Dommiers;1275;;425;;203.6;;-2.2;;611;;3
02268;Domptin;7783;;338.4;;6;;2.6;;139;;23
02269;Dorengt;3244;;360.4;;98.5;;-8.7;;886;;9
02270;Douchy;3764;;537.7;;115.6;;-62.5;;809;;7
02271;Dravegny;1722;;246;;197.1;;-41.5;;1380;;7
02272;Droizy;609;;304.4;;226.8;;-109.3;;454;;2
02273;Dury;912;;455.8;;229.2;;47.2;;458;;2
02274;Ébouleau;2616;;327;;186.1;;21.2;;1489;;8
02275;Effry;440;;110;;59.6;;5.3;;238;;4
02276;Englancourt;1880;;376;;106.4;;38.7;;532;;5
02277;Épagny;1733;;577.6;;278.9;;12.8;;837;;3
02278;Éparcy;1011;;252.8;;102.4;;-34.4;;410;;4
02279;Épaux-Bézu;2445;;244.5;;148.8;;25.2;;1488;;10
02280;Épieds;863;;215.8;;137.5;;28.3;;550;;4
02281;L'Épine-aux-Bois;677;;96.7;;51.7;;-12.9;;362;;7
02282;Eppes;324;;323.6;;145.8;;74.5;;146;;1
02283;Erlon;2147;;429.4;;214;;13.8;;1070;;5
02284;Erloy;733;;366.3;;129;;64.4;;258;;2
02286;Esquéhéries;3947;;246.7;;86.4;;31.5;;1383;;16
02287;Essigny-le-Grand;844;;168.8;;126.3;;19.1;;631;;5
02288;Essigny-le-Petit;867;;288.9;;199;;89.4;;597;;3
02289;Essises;805;;402.4;;357.6;;150.1;;715;;2
02290;Essômes-sur-Marne;14192;;199.9;;14.9;;4.8;;1057;;71
02291;Estrées;954;;238.5;;115.7;;-32;;463;;4
02292;Étampes-sur-Marne;0;;N/A;;N/A;;N/A;;0;;0
02293;Étaves-et-Bocquiaux;2116;;264.4;;159.9;;43.8;;1279;;8
02294;Étouvelles;259;;129.3;;148.5;;6.2;;297;;2
02295;Étréaupont;2377;;169.8;;63.4;;16.1;;887;;14
02296;Étreillers;1415;;157.3;;93.9;;20.7;;845;;9
02297;Étrépilly;652;;163.1;;149.9;;48.4;;600;;4
02298;Étreux;1029;;147;;91;;5.4;;637;;7
02299;Évergnicourt;707;;176.9;;144.8;;-0.4;;579;;4
02302;Faverolles;1745;;290.9;;202.3;;35.8;;1214;;6
02303;Fayet;345;;345.2;;244.9;;0.4;;245;;1
02304;La Fère;384;;383.8;;486.8;;292.4;;487;;1
02305;Fère-en-Tardenois;1820;;454.9;;185.4;;82.8;;741;;4
02306;La Ferté-Chevresis;3955;;232.7;;124.8;;33.2;;2122;;17
02307;La Ferté-Milon;1268;;633.9;;373.6;;227.1;;747;;2
02308;Fesmy-le-Sart;2085;;104.2;;35;;3.1;;700;;20
02309;Festieux;1286;;428.8;;134;;54.9;;402;;3
02310;Fieulaine;2209;;276.1;;150.5;;22.1;;1204;;8
02311;Filain;1408;;703.8;;418.4;;47.3;;837;;2
02312;La Flamengrie;5615;;193.6;;66.4;;7.9;;1927;;29
02313;Flavigny-le-Grand-et-Beaurain;1452;;207.4;;116.4;;32.7;;814;;7
02315;Flavy-le-Martel;1144;;190.6;;103.5;;-18.5;;621;;6
02316;Fleury;0;;N/A;;N/A;;N/A;;0;;0
02317;Fluquières;598;;299.1;;144.8;;N/A;;290;;2
02318;Folembray;16;;16.3;;6;;N/A;;6;;1
02319;Fonsomme;1683;;280.6;;150.6;;-2.1;;904;;6
02320;Fontaine-lès-Clercs;847;;169.3;;101.1;;-17;;506;;5
02321;Fontaine-lès-Vervins;3488;;317.1;;135.7;;4;;1492;;11
02322;Fontaine-Notre-Dame;1756;;219.5;;125.5;;-0.5;;1004;;8
02323;Fontaine-Uterte;1208;;201.4;;96.6;;19.7;;580;;6
02324;Fontenelle;2759;;394.1;;119.3;;19.9;;835;;7
02326;Fontenoy;572;;286;;198.1;;97.6;;396;;2
02327;Foreste;1269;;317.2;;145.7;;-91;;583;;4
02328;Fossoy;6272;;482.5;;8.7;;1.5;;113;;13
02329;Fourdrain;0;;N/A;;N/A;;N/A;;0;;0
02330;Francilly-Selency;949;;158.2;;58.7;;-8.1;;352;;6
02331;Franqueville;231;;115.6;;58.8;;15.5;;118;;2
02332;Fresnes-en-Tardenois;772;;386.1;;307.9;;41.1;;616;;2
02333;Fresnes-sous-Coucy;13;;12.8;;16;;10.5;;16;;1
02334;Fresnoy-le-Grand;1171;;130.1;;82.3;;-29.7;;741;;9
02335;Fressancourt;338;;169;;37.6;;-40.3;;75;;2
02336;Frières-Faillouël;548;;182.8;;138.6;;-29.9;;416;;3
02337;Froidestrées;735;;104.9;;45.1;;1.4;;316;;7
02338;Froidmont-Cohartille;1644;;205.5;;109.9;;-3.4;;879;;8
02339;Gandelu;893;;446.6;;288.2;;61.6;;576;;2
02340;Gauchy;0;;N/A;;N/A;;N/A;;0;;0
02341;Gercy;346;;69.2;;40.1;;12.2;;200;;5
02342;Gergny;1294;;258.8;;88.7;;40.8;;443;;5
02343;Germaine;751;;250.5;;146;;-74.1;;438;;3
02345;Gibercourt;363;;181.4;;136.1;;45;;272;;2
02346;Gizy;1170;;390;;197.4;;54;;592;;3
02347;Gland;5887;;267.6;;4.3;;1.3;;95;;22
02349;Goudelancourt-lès-Berrieux;223;;223.2;;201.6;;61.9;;202;;1
02350;Goudelancourt-lès-Pierrepont;758;;252.8;;138;;-68.3;;414;;3
02351;Goussancourt;411;;205.4;;188.7;;62;;377;;2
02352;Gouy;3467;;288.9;;118.4;;16.8;;1420;;12
02353;Grandlup-et-Fay;3869;;322.4;;186.8;;-1;;2241;;12
02354;Grandrieux;694;;346.9;;163;;84.2;;326;;2
02355;Gricourt;1477;;211;;128.1;;-43.6;;896;;7
02356;Grisolles;1115;;278.7;;220;;27.3;;880;;4
02357;Gronard;1055;;211.1;;133;;6.6;;665;;5
02358;Grougis;2228;;222.8;;138.3;;44.3;;1383;;10
02359;Grugies;2171;;1085.5;;789.2;;-2.5;;1578;;2
02360;Villeneuve-sur-Aisne;2622;;262.2;;192.5;;33.8;;1925;;10
02361;Guise;2266;;283.3;;173.8;;18.7;;1390;;8
02362;Guivry;979;;195.7;;117.1;;7.5;;586;;5
02363;Guny;1347;;224.6;;89.6;;0.5;;538;;6
02364;Guyencourt;281;;70.3;;57.2;;0.3;;229;;4
02366;Hannapes;557;;278.4;;110.5;;104.5;;221;;2
02367;Happencourt;1017;;338.9;;163;;-13.6;;489;;3
02368;Haramont;118;;118;;88.5;;-18.6;;89;;1
02369;Harcigny;1750;;291.6;;131;;-8.4;;786;;6
02370;Hargicourt;2460;;492;;207.5;;45;;1038;;5
02371;Harly;4;;4.3;;3.6;;-3.6;;4;;1
02372;Hartennes-et-Taux;504;;251.9;;88.3;;35.3;;177;;2
02373;Hary;1054;;210.9;;132.4;;73.4;;662;;5
02374;Lehaucourt;1912;;318.6;;186.2;;18.6;;1117;;6
02375;Hautevesnes;1415;;235.8;;124.9;;-21.6;;749;;6
02376;Hauteville;1223;;203.8;;114.2;;24.9;;685;;6
02377;Haution;2746;;228.8;;97.7;;7.8;;1172;;12
02378;La Hérie;1065;;266.2;;102.3;;4.3;;409;;4
02379;Le Hérie-la-Viéville;1889;;145.3;;86.5;;0;;1125;;13
02380;Hinacourt;448;;112;;73.9;;5.2;;296;;4
02381;Hirson;1234;;411.2;;119.9;;48.9;;360;;3
02382;Holnon;1443;;206.1;;115.8;;43.9;;811;;7
02383;Homblières;2056;;205.6;;114.6;;6.6;;1146;;10
02384;Houry;650;;325.1;;188.6;;0.1;;377;;2
02385;Housset;2827;;235.6;;124.2;;6.6;;1491;;12
02386;Iron;1630;;271.6;;132.7;;25.7;;796;;6
02387;Itancourt;752;;187.9;;112.8;;4.3;;451;;4
02388;Iviers;1465;;293;;156.8;;57.2;;784;;5
02389;Jaulgonne;578;;144.5;;2;;-24.8;;8;;4
02390;Jeancourt;1142;;228.5;;98.9;;-25.1;;494;;5
02391;Jeantes;3225;;140.2;;61.5;;-3;;1414;;23
02392;Joncourt;1042;;208.4;;112.4;;18.9;;562;;5
02393;Jouaignes;747;;248.9;;186.9;;25.9;;561;;3
02395;Jumencourt;587;;195.6;;112.8;;3.1;;338;;3
02396;Jumigny;406;;406.4;;315.1;;157.2;;315;;1
02397;Jussy;1152;;192.1;;117;;28.2;;702;;6
02398;Juvigny;2154;;307.7;;180.2;;-30.2;;1261;;7
02399;Juvincourt-et-Damary;3081;;237;;157.3;;3.1;;2045;;13
